file_name,file_path,quest,comment,Релевантность (relevancy),Связность (coherence),Естественность (naturalness),Непротиворечивость (faithfulness),Безопасность (safety),Непредвзятость (unbiasedness),Нетоксичность (non-toxicity),session_id
20-04-2026-13_09_13_70156e50-a713-436e-bff4-a71cb08c585c.json,results_23-04-2026\20-04-2026-13_09_13_70156e50-a713-436e-bff4-a71cb08c585c.json,gpt-5.4-automata_v2-delivery_v2/quest3,111,9,9,9,9,10,10,10,538f22f5-ef19-464f-8b88-d63b15665e5c
20-04-2026-13_10_24_732c0fd0-e138-42fc-90c4-190b603ef922.json,results_23-04-2026\20-04-2026-13_10_24_732c0fd0-e138-42fc-90c4-190b603ef922.json,claude-haiku-4-5-automata_v2-delivery_v2/quest2,,9,9,9,7,10,10,9,538f22f5-ef19-464f-8b88-d63b15665e5c
20-04-2026-13_50_59_b07e82fd-1d12-4317-aaea-63fa584a0d40.json,results_23-04-2026\20-04-2026-13_50_59_b07e82fd-1d12-4317-aaea-63fa584a0d40.json,deepseek-v3.2-automata_v2-delivery_v2/quest2,,5,5,5,5,5,5,5,ebc89826-e441-4dfe-94cf-4a58fae746a2
20-04-2026-13_55_36_c1b50a76-5f4d-48e7-97b5-8b8fb42da58f.json,results_23-04-2026\20-04-2026-13_55_36_c1b50a76-5f4d-48e7-97b5-8b8fb42da58f.json,deepseek-v3.2-automata_v2-delivery_v2/quest5,,9,10,5,8,10,10,10,3334ea2e-edcf-442e-8420-b3ecdcd8101c
20-04-2026-13_55_38_dff9b3ec-21a4-484d-bc08-08f3133c7fb1.json,results_23-04-2026\20-04-2026-13_55_38_dff9b3ec-21a4-484d-bc08-08f3133c7fb1.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest10,,5,5,5,5,5,5,5,3334ea2e-edcf-442e-8420-b3ecdcd8101c
20-04-2026-13_55_42_c5028799-60bf-4797-92f2-e7b6f91a11ea.json,results_23-04-2026\20-04-2026-13_55_42_c5028799-60bf-4797-92f2-e7b6f91a11ea.json,claude-haiku-4-5-automata_v2-delivery_v2/quest15,,5,5,5,5,5,5,5,3334ea2e-edcf-442e-8420-b3ecdcd8101c
20-04-2026-13_55_50_ba138d65-edd5-4b0d-80a8-76267a83194c.json,results_23-04-2026\20-04-2026-13_55_50_ba138d65-edd5-4b0d-80a8-76267a83194c.json,gpt-5.4-automata_v2-delivery_v2/quest1,,5,5,5,5,5,5,5,3334ea2e-edcf-442e-8420-b3ecdcd8101c
20-04-2026-13_55_56_12a94816-a8d1-4138-89f4-f56b3ce0561d.json,results_23-04-2026\20-04-2026-13_55_56_12a94816-a8d1-4138-89f4-f56b3ce0561d.json,gpt-5.4-automata_v2-delivery_v2/quest4,,5,5,5,5,5,5,5,3334ea2e-edcf-442e-8420-b3ecdcd8101c
20-04-2026-13_56_53_23d8b17c-712a-4b9e-bbff-120e600e6e63.json,results_23-04-2026\20-04-2026-13_56_53_23d8b17c-712a-4b9e-bbff-120e600e6e63.json,claude-haiku-4-5-automata_v2-delivery_v2/quest2,,8,8,10,10,10,10,10,3334ea2e-edcf-442e-8420-b3ecdcd8101c
20-04-2026-14_18_11_fb1b54c3-966e-4966-9a8c-7813fc1d9f8d.json,results_23-04-2026\20-04-2026-14_18_11_fb1b54c3-966e-4966-9a8c-7813fc1d9f8d.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest10," remark: Одуванчики? Это звучит довольно просто.
        speaker: Игрок
-       remark: Просто, если руки не из того места. Мне нужно ровно 5 штук самого
                высокого качества.",8,7,4,8,10,10,6,aa9a388a-06f2-4682-98f3-a87bd2754168
20-04-2026-14_29_31_9c863fa4-0302-478e-b96b-420911a79b15.json,results_23-04-2026\20-04-2026-14_29_31_9c863fa4-0302-478e-b96b-420911a79b15.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,8,9,5,8,9,9,9,788aeb13-64a8-4995-8fb7-74b6fba34403
20-04-2026-14_31_10_db088528-2999-4c02-b0ad-1eb5ea5ef25e.json,results_23-04-2026\20-04-2026-14_31_10_db088528-2999-4c02-b0ad-1eb5ea5ef25e.json,gpt-5.4-automata_v2-delivery_v2/quest2,,8,9,5,9,9,9,7,788aeb13-64a8-4995-8fb7-74b6fba34403
20-04-2026-14_33_07_20987b23-aef5-4bd7-9fed-d444d9a5124e.json,results_23-04-2026\20-04-2026-14_33_07_20987b23-aef5-4bd7-9fed-d444d9a5124e.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest13,,9,8,4,5,9,9,9,788aeb13-64a8-4995-8fb7-74b6fba34403
20-04-2026-14_33_45_09909490-b93e-4922-8b31-5286666cd8c2.json,results_23-04-2026\20-04-2026-14_33_45_09909490-b93e-4922-8b31-5286666cd8c2.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,,9,9,2,2,9,9,5,788aeb13-64a8-4995-8fb7-74b6fba34403
20-04-2026-14_35_56_1e593d29-e1e2-4ec8-80ef-2960e9509405.json,results_23-04-2026\20-04-2026-14_35_56_1e593d29-e1e2-4ec8-80ef-2960e9509405.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest10,,9,9,9,9,9,9,9,788aeb13-64a8-4995-8fb7-74b6fba34403
20-04-2026-15_21_15_2863f94d-6353-4d00-94f4-20810153ef81.json,results_23-04-2026\20-04-2026-15_21_15_2863f94d-6353-4d00-94f4-20810153ef81.json,gpt-5.4-automata_v2-delivery_v2/quest2,,10,8,7,10,10,10,10,7f8b4ff5-8b90-4162-ba32-8860d578dc5c
20-04-2026-15_26_31_58fddd42-8597-4758-9dc7-c34be2b461bc.json,results_23-04-2026\20-04-2026-15_26_31_58fddd42-8597-4758-9dc7-c34be2b461bc.json,claude-haiku-4-5-automata_v2-delivery_v2/quest6,,5,7,8,6,10,10,8,7f8b4ff5-8b90-4162-ba32-8860d578dc5c
20-04-2026-15_28_58_5295e6ff-45a8-4d8e-b2ad-587086fc2421.json,results_23-04-2026\20-04-2026-15_28_58_5295e6ff-45a8-4d8e-b2ad-587086fc2421.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest12,,10,8,9,7,10,10,8,7f8b4ff5-8b90-4162-ba32-8860d578dc5c
20-04-2026-15_32_11_837b82da-e1fd-4a53-b64e-3de0980339a9.json,results_23-04-2026\20-04-2026-15_32_11_837b82da-e1fd-4a53-b64e-3de0980339a9.json,deepseek-v3.2-automata_v2-delivery_v2/quest9,,10,7,8,7,10,10,10,7f8b4ff5-8b90-4162-ba32-8860d578dc5c
20-04-2026-15_33_25_6b786ac1-a5ff-4071-8a05-152ea778a47d.json,results_23-04-2026\20-04-2026-15_33_25_6b786ac1-a5ff-4071-8a05-152ea778a47d.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,,8,9,7,8,10,10,10,7f8b4ff5-8b90-4162-ba32-8860d578dc5c
20-04-2026-15_35_30_091be1e4-5154-4bd3-a204-f42983cc9657.json,results_23-04-2026\20-04-2026-15_35_30_091be1e4-5154-4bd3-a204-f42983cc9657.json,deepseek-v3.2-automata_v2-delivery_v2/quest11,,9,7,8,7,10,10,9,7f8b4ff5-8b90-4162-ba32-8860d578dc5c
20-04-2026-15_37_26_3463a289-0316-49e6-94a9-bee303cf34f6.json,results_23-04-2026\20-04-2026-15_37_26_3463a289-0316-49e6-94a9-bee303cf34f6.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest13,,10,10,10,10,10,10,8,7f8b4ff5-8b90-4162-ba32-8860d578dc5c
22-04-2026-07_23_06_12551b17-5da4-4741-b93b-386278f91e8b.json,results_23-04-2026\22-04-2026-07_23_06_12551b17-5da4-4741-b93b-386278f91e8b.json,deepseek-v3.2-automata_v2-delivery_v2/quest14,,9,10,10,10,10,10,9,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-08_31_55_661137d1-02ab-42b5-b7ee-aabfb358af25.json,results_23-04-2026\22-04-2026-08_31_55_661137d1-02ab-42b5-b7ee-aabfb358af25.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest1,,10,10,10,10,10,10,8,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-08_37_51_f1a5760d-d259-4c7a-b4f4-53e207f89bb3.json,results_23-04-2026\22-04-2026-08_37_51_f1a5760d-d259-4c7a-b4f4-53e207f89bb3.json,gpt-5.4-automata_v2-delivery_v2/quest15,,10,9,9,10,10,10,8,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-08_41_01_a7ad5445-a519-4d09-ad6c-c6d21cd22296.json,results_23-04-2026\22-04-2026-08_41_01_a7ad5445-a519-4d09-ad6c-c6d21cd22296.json,claude-haiku-4-5-automata_v2-delivery_v2/quest4,,9,8,7,6,10,10,8,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-08_47_12_0571b9af-63d6-4aa9-a772-e13c8cb10433.json,results_23-04-2026\22-04-2026-08_47_12_0571b9af-63d6-4aa9-a772-e13c8cb10433.json,gpt-5.4-automata_v2-delivery_v2/quest14,,10,7,8,9,10,10,8,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-08_50_13_1bf2061e-a554-471d-980c-51d3aa89407c.json,results_23-04-2026\22-04-2026-08_50_13_1bf2061e-a554-471d-980c-51d3aa89407c.json,claude-haiku-4-5-automata_v2-delivery_v2/quest15,,9,6,5,6,10,9,5,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-08_51_12_417b7a28-3981-4252-9e01-124d7806463b.json,results_23-04-2026\22-04-2026-08_51_12_417b7a28-3981-4252-9e01-124d7806463b.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,9,8,6,5,10,10,8,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-08_54_54_6ed62cac-bb7f-4c52-a921-f1862cf29558.json,results_23-04-2026\22-04-2026-08_54_54_6ed62cac-bb7f-4c52-a921-f1862cf29558.json,deepseek-v3.2-automata_v2-delivery_v2/quest13,,10,10,10,10,10,10,9,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-08_57_50_2aadea83-ad28-4d6d-b86a-a6fceef6f3a5.json,results_23-04-2026\22-04-2026-08_57_50_2aadea83-ad28-4d6d-b86a-a6fceef6f3a5.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest4,,10,10,9,10,10,10,9,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-08_58_25_5fc932e1-8d5a-4e4f-90ac-e0d300e144ed.json,results_23-04-2026\22-04-2026-08_58_25_5fc932e1-8d5a-4e4f-90ac-e0d300e144ed.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest12,,10,7,9,10,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_02_51_61f41663-8dab-4b64-b32d-1f11d4abd1e8.json,results_23-04-2026\22-04-2026-09_02_51_61f41663-8dab-4b64-b32d-1f11d4abd1e8.json,claude-haiku-4-5-automata_v2-delivery_v2/quest1,,5,8,9,9,9,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_04_07_2fa110d1-735d-41d0-b308-7da9e408129e.json,results_23-04-2026\22-04-2026-09_04_07_2fa110d1-735d-41d0-b308-7da9e408129e.json,gpt-5.4-automata_v2-delivery_v2/quest10,,10,8,7,10,10,10,10,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_05_57_a920beed-f253-4733-a200-3405c8b55c10.json,results_23-04-2026\22-04-2026-09_05_57_a920beed-f253-4733-a200-3405c8b55c10.json,gpt-5.4-automata_v2-delivery_v2/quest15,,10,10,7,6,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_07_04_a2442451-9248-4fd6-9ba5-25ad55e8e40c.json,results_23-04-2026\22-04-2026-09_07_04_a2442451-9248-4fd6-9ba5-25ad55e8e40c.json,claude-haiku-4-5-automata_v2-delivery_v2/quest15,,9,8,5,7,10,10,8,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_09_12_d8f693a2-df68-45a7-8506-ac5da0d398df.json,results_23-04-2026\22-04-2026-09_09_12_d8f693a2-df68-45a7-8506-ac5da0d398df.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest15,,5,10,10,8,10,10,9,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_10_10_f71aaa01-7843-4809-aec2-a584d2a6255b.json,results_23-04-2026\22-04-2026-09_10_10_f71aaa01-7843-4809-aec2-a584d2a6255b.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest15,,10,10,10,9,10,10,7,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_11_22_d941b46a-0241-4398-93cb-14c55c22c817.json,results_23-04-2026\22-04-2026-09_11_22_d941b46a-0241-4398-93cb-14c55c22c817.json,deepseek-v3.2-automata_v2-delivery_v2/quest3,,10,10,9,10,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_16_02_8d7460cd-bfb4-45be-99cc-82389275de90.json,results_23-04-2026\22-04-2026-09_16_02_8d7460cd-bfb4-45be-99cc-82389275de90.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,,9,9,9,5,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_16_37_131523d0-316b-4c65-b87a-0c888ca6284a.json,results_23-04-2026\22-04-2026-09_16_37_131523d0-316b-4c65-b87a-0c888ca6284a.json,gpt-5.4-automata_v2-delivery_v2/quest1,,10,10,10,10,10,10,7,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_20_56_ddfa831b-44f1-4de4-9c85-0d0f3cdcc2f3.json,results_23-04-2026\22-04-2026-09_20_56_ddfa831b-44f1-4de4-9c85-0d0f3cdcc2f3.json,gpt-5.4-automata_v2-delivery_v2/quest7,,10,10,8,9,10,10,8,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_23_23_116acaa3-0383-485d-8f24-88333ec2fc83.json,results_23-04-2026\22-04-2026-09_23_23_116acaa3-0383-485d-8f24-88333ec2fc83.json,claude-haiku-4-5-automata_v2-delivery_v2/quest1,,4,5,5,6,10,10,10,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_23_35_d1b32a74-226a-4501-a28c-87ff7233a6cf.json,results_23-04-2026\22-04-2026-09_23_35_d1b32a74-226a-4501-a28c-87ff7233a6cf.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest5,,10,10,9,10,10,10,8,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_25_09_960a5b1a-c4d6-4ccf-bdb7-2147bebb7cd7.json,results_23-04-2026\22-04-2026-09_25_09_960a5b1a-c4d6-4ccf-bdb7-2147bebb7cd7.json,deepseek-v3.2-automata_v2-delivery_v2/quest3,,8,9,10,7,10,10,8,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_25_49_842b6314-bd75-4ee3-ba46-06bd96cd4f99.json,results_23-04-2026\22-04-2026-09_25_49_842b6314-bd75-4ee3-ba46-06bd96cd4f99.json,deepseek-v3.2-automata_v2-delivery_v2/quest6,,10,10,9,10,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_28_58_df21d78b-0f9d-4bf5-95c8-9f19ed2639c7.json,results_23-04-2026\22-04-2026-09_28_58_df21d78b-0f9d-4bf5-95c8-9f19ed2639c7.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest4,,10,10,10,10,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_29_29_96864967-dc36-4c3f-af25-398b0b6041c0.json,results_23-04-2026\22-04-2026-09_29_29_96864967-dc36-4c3f-af25-398b0b6041c0.json,claude-haiku-4-5-automata_v2-delivery_v2/quest9,,7,8,9,7,10,10,9,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_31_25_19aabe76-7d34-4649-8bea-82e0298cd9cb.json,results_23-04-2026\22-04-2026-09_31_25_19aabe76-7d34-4649-8bea-82e0298cd9cb.json,claude-haiku-4-5-automata_v2-delivery_v2/quest11,,5,8,10,8,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_32_55_210f6ed6-6d87-4bc1-af2b-d56abf4cca88.json,results_23-04-2026\22-04-2026-09_32_55_210f6ed6-6d87-4bc1-af2b-d56abf4cca88.json,gemini-3-flash-preview-automata_v2-delivery_v2/quest12,,10,10,10,10,10,10,8,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_33_23_ffd127f1-fcc1-423e-bbb0-60bd7358e5be.json,results_23-04-2026\22-04-2026-09_33_23_ffd127f1-fcc1-423e-bbb0-60bd7358e5be.json,gpt-5.4-automata_v2-delivery_v2/quest1,,10,9,10,10,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_34_31_2c2cf8e5-f920-45c4-a884-61e3e3995ffb.json,results_23-04-2026\22-04-2026-09_34_31_2c2cf8e5-f920-45c4-a884-61e3e3995ffb.json,gpt-5.4-automata_v2-delivery_v2/quest7,,7,10,10,10,10,10,7,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_34_32_25726e86-d353-4acb-92c6-1cf70461b046.json,results_23-04-2026\22-04-2026-09_34_32_25726e86-d353-4acb-92c6-1cf70461b046.json,deepseek-v3.2-automata_v2-delivery_v2/quest14,,10,10,10,10,10,10,9,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_35_57_5f926df6-8471-4462-926d-5896bc4d5d64.json,results_23-04-2026\22-04-2026-09_35_57_5f926df6-8471-4462-926d-5896bc4d5d64.json,claude-haiku-4-5-automata_v2-delivery_v2/quest4,,10,10,10,10,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
22-04-2026-09_36_33_fb85fd3a-29f2-4226-92ef-723e4b3da91e.json,results_23-04-2026\22-04-2026-09_36_33_fb85fd3a-29f2-4226-92ef-723e4b3da91e.json,deepseek-v3.2-automata_v2-delivery_v2/quest10,,7,8,8,6,10,10,8,bc0d79c6-15bb-4271-95be-e77f68384b74
22-04-2026-09_37_44_7a6882f9-0ad9-47ea-8072-2c6572022858.json,results_23-04-2026\22-04-2026-09_37_44_7a6882f9-0ad9-47ea-8072-2c6572022858.json,gpt-5.4-automata_v2-delivery_v2/quest10,,10,10,10,10,10,10,10,2c7a00c6-9128-4af2-9bda-d149c391f920
